dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,1,soft_vector_codebook,36,1,1,37.62060521779462,26.142506040014094,11.478099177780525,20.0,0.0,4.0
NULO,RAW,1,soft_vector_codebook,37,0,1,57.55429975649673,43.580239492340674,13.974060264156059,21.0,1.0,4.0
NULO,RAW,1,soft_vector_codebook,38,1,1,16.447805256382633,7.9180778152630396,8.529727441119594,22.0,2.0,4.0
NULO,RAW,1,soft_vector_codebook,39,0,0,5.2071021697676185,10.532946425537874,5.325844255770256,23.0,3.0,4.0
NULO,RAW,1,soft_vector_codebook,40,0,1,195.58389275445413,163.70436386063128,31.87952889382285,24.0,4.0,4.0
NULO,RAW,1,soft_vector_codebook,41,0,0,16.00529360864413,26.42986368798207,10.42457007933794,25.0,0.0,5.0
NULO,RAW,1,soft_vector_codebook,42,0,1,15.728413723355407,11.84326717269449,3.8851465506609166,26.0,1.0,5.0
NULO,RAW,1,soft_vector_codebook,43,1,1,11.307104922155208,8.093882204388738,3.2132227177664703,27.0,2.0,5.0
NULO,RAW,1,soft_vector_codebook,44,1,1,15.077143591767856,11.192514194252276,3.88462939751558,28.0,3.0,5.0
NULO,RAW,1,soft_vector_codebook,45,0,1,45.54577291241762,30.843310957005666,14.702461955411952,29.0,4.0,5.0
NULO,RAW,1,soft_vector_codebook,46,1,1,10.956869334679057,6.064720392456785,4.892148942222272,30.0,0.0,6.0
NULO,RAW,1,soft_vector_codebook,47,0,1,32.01442266639208,31.372568200047173,0.6418544663449062,31.0,1.0,6.0
NULO,RAW,1,soft_vector_codebook,48,1,0,31.177278854162047,32.1156043786392,0.9383255244771505,32.0,2.0,6.0
NULO,RAW,1,soft_vector_codebook,49,0,1,73.48175556745656,68.52828383586412,4.953471731592444,33.0,3.0,6.0
NULO,RAW,1,soft_vector_codebook,50,1,1,15.416620125449636,8.509638620331868,6.906981505117768,34.0,4.0,6.0
NULO,RAW,1,soft_vector_codebook,51,0,0,19.821259669326476,20.817764406280105,0.9965047369536286,35.0,0.0,7.0
NULO,RAW,1,soft_vector_codebook,52,1,1,19.99877882566552,16.539904997359557,3.458873828305965,36.0,1.0,7.0
NULO,RAW,1,soft_vector_codebook,53,0,0,18.541553523718136,31.52237803747479,12.980824513756655,37.0,2.0,7.0
NULO,RAW,1,soft_vector_codebook,54,1,0,16.868362016828694,25.71760393698332,8.849241920154626,38.0,3.0,7.0
NULO,RAW,1,soft_vector_codebook,55,1,0,54.46854161680736,63.96399106757395,9.495449450766593,39.0,4.0,7.0
NULO,RAW,1,soft_vector_codebook,56,0,0,48.7858276218705,62.73209064089426,13.94626301902376,40.0,0.0,8.0
NULO,RAW,1,soft_vector_codebook,57,1,0,42.816514816161984,47.1950892246025,4.378574408440514,41.0,1.0,8.0
NULO,RAW,1,soft_vector_codebook,58,0,1,19.167316828836828,9.486125247202077,9.681191581634751,42.0,2.0,8.0
NULO,RAW,1,soft_vector_codebook,59,1,0,27.973225210051016,40.272067279045416,12.2988420689944,43.0,3.0,8.0
NULO,RAW,1,soft_vector_codebook,60,1,0,21.793285890065274,27.274733026320188,5.481447136254914,44.0,4.0,8.0
